key,x,y
07B133,662.2766,4697.7391
07B134,662.3837,4697.2759
07B135,662.4268,4697.3281
07B136,661.8932,4696.3723
07B137,663.8545,4698.4067
07B138,664.3802,4698.1578
07B139,662.785,4695.7874
07B140,663.0878,4695.0832
07B141,663.2208,4695.0648
07B142,663.1288,4695.1511
07B143,663.5349,4694.8018
07B144,663.5015,4694.7467
07B145,663.5434,4694.6406
07B146,663.6485,4694.7424
07B147,663.6382,4694.806
07B148,663.8744,4694.683
07B149,663.8702,4694.6448
07B150,664.5594,4694.8721
07B151,665.4883,4695.1159
07B152,665.4741,4696.4876
07B153,665.4907,4696.9246
07B154,665.9283,4693.6932
07B155,665.8915,4693.7107
07B156,665.4844,4693.9482
07B157,665.4348,4693.9585
07B158,665.478,4694.1112
07B159,665.7923,4694.0353
07B160,665.8475,4693.6756
07B161,665.5609,4693.1994
07B162,664.7931,4692.1085
07B163,664.8504,4692.101
07B164,664.7103,4691.3437
07B165,664.7811,4691.3302
07B166,665.0567,4691.2248
07B167,665.2946,4691.0487
07B168,665.3097,4691.0803
07B169,665.3805,4691.0502
07B170,665.7841,4690.9719
07B171,665.8519,4690.9689
07B172,665.7947,4691.011
07B173,665.9136,4691.0216
07B174,665.9166,4691.0607
07B175,665.7013,4692.0694
07B176,666.2172,4692.8877
07B177,666.1761,4692.8891
07B178,666.0321,4691.4213
07B179,666.16,4691.4082
07B180,666.2023,4691.4183
07B181,667.1656,4693.2183
07B182,666.602,4692.1739
07B183,666.5707,4692.1114
07C001,657.4937,4695.3717
07C002,657.4046,4695.3407
07C003,657.2846,4695.2883
07C004,657.4185,4695.3982
07C005,656.4918,4694.6854
07C006,656.5042,4694.6031
07C007,656.411,4694.732
07C008,656.5058,4694.5131
07C009,656.4436,4694.4153
07C010,656.4297,4694.4541
07C011,656.4266,4694.5348
07C012,656.1995,4694.9362
07C013,656.2634,4693.8315
07C014,656.1656,4693.8082
07C015,656.3069,4693.7181
07C016,656.3768,4693.5644
07C017,656.4188,4693.6622
07C018,657.048,4693.2881
07C019,657.2078,4693.2895
07C020,657.1085,4693.2814
07C021,657.0803,4693.2479
07C022,657.0574,4693.2129
07C023,657.1474,4693.3217
07C024,657.8837,4694.3454
07C025,656.9567,4693.3526
07C026,658.1852,4692.5756
07C027,657.9237,4692.6598
07C028,658.0553,4692.6021
07C029,657.9573,4692.6182
07C030,657.9546,4692.7202
07C031,657.9962,4692.7511
07C032,657.6605,4693.0881
07C033,657.8361,4695.3382
07C034,658.4142,4694.5485
07C035,658.3741,4694.5991
07C036,658.3313,4694.6461
07C037,658.3004,4694.6841
07C038,658.3755,4694.7732
07C039,658.2252,4694.6686
07C040,658.2708,4694.6152
07C041,658.3172,4694.5626
07C042,658.3629,4694.5092
07C043,658.3025,4694.4762
07C044,658.2343,4694.5499
07C045,658.1732,4694.6173
07C046,658.3137,4694.7774
07C047,658.2034,4694.6918
07C048,658.1332,4694.5794
07C049,658.1971,4694.4987
07C050,658.2898,4694.8421
07C051,659.024,4694.6676
07C052,659.1358,4694.2034
07C053,659.3114,4694.2742
07C054,660.144,4693.2996
07C055,660.0657,4693.2982
07C056,659.5118,4694.0075
07C057,659.299,4694.0852
07C058,659.2461,4694.1347
07C059,659.3474,4694.1088
07C060,659.2934,4694.1538
07C061,659.8215,4694.1369
07C062,659.4184,4693.9153
07C063,659.3576,4693.7926
07C064,659.3992,4693.6958
07C065,660.8227,4693.113
07C066,660.8554,4693.0203
07C067,660.811,4692.9695
07C068,660.7536,4692.8951
07C069,660.7784,4692.989
07C070,660.7222,4692.9668
07C071,660.6935,4693.0556
07C072,660.6779,4692.959
07C073,660.6048,4692.8886
07C074,660.7,4692.8729
07C075,660.5604,4692.7059
07C076,660.4677,4692.6785
07C077,659.4831,4693.2023
07C078,659.3589,4695.1412
07C079,659.3245,4695.2112
07C080,659.2922,4695.0594
07C081,659.2469,4694.9905
07C082,659.2211,4694.9034
07C083,659.4925,4695.4512
07C084,659.4526,4694.9227
07C085,659.4752,4694.8625
07C086,659.5948,4694.6461
07C087,659.5332,4694.5398
07C088,659.5895,4694.5016
07C089,659.6582,4694.4543
07C090,659.6087,4694.4284
07C091,659.54,4694.4791
07C092,659.4724,4694.5196
07C093,659.7787,4694.4566
07C094,659.8564,4694.3631
07C095,660.625,4697.0121
07C096,660.5585,4697.0461
07C097,661.4774,4696.7069
07C098,660.6645,4696.8652
07C099,661.3814,4695.6295
07C100,662.8841,4694.1215
07C101,662.8506,4694.3585
07C102,662.8072,4694.443
07C103,662.834,4693.7688
07C104,662.8495,4693.7076
07C105,662.8239,4693.642
07C106,662.7527,4693.603
07C107,662.5891,4693.7555
07C108,663.887,4693.7198
07C109,663.5664,4693.8534
07C110,663.3137,4694.1404
07C111,663.6677,4693.5085
07C112,663.6109,4693.524
07C113,663.5942,4693.5697
07C114,663.582,4693.6286
07C115,663.523,4693.6831
07C116,664.167,4693.5896
07C117,664.2471,4693.5736
07C118,664.135,4693.2726
07C119,664.1726,4693.2177
07C120,663.3766,4693.5587
07C121,663.29,4693.4958
07C122,663.279,4693.3873
07C123,662.0911,4693.4706
07C124,661.4401,4691.4125
07C125,661.3866,4691.4999
07C126,660.8945,4691.4868
07C127,661.2835,4690.5516
07C128,661.3645,4690.5692
07C129,661.333,4690.6179
07C130,661.3148,4691.2716
07C131,661.3592,4691.3107
07C132,661.2874,4691.3068
07C133,660.2367,4692.2762
07C134,656.0776,4695.9004
07C135,656.1321,4696.1345
07C136,656.1327,4696.193
07C137,656.119,4696.4435
07C138,656.1769,4696.3489
07C139,655.8893,4695.9162
07C140,655.9146,4696.0475
07C141,655.7289,4695.7886
07C142,655.834,4695.7985
07C143,655.6275,4695.6899
07C144,655.7008,4695.7342
07C145,655.5731,4695.7524
07C146,655.5224,4695.7026
07C147,655.4952,4695.8094
07C148,655.5387,4695.8601
07C149,655.584,4695.8764
07C150,655.5296,4695.8791
07C151,656.1572,4695.0624
07C152,658.9487,4692.3831
07C153,660.3228,4691.5677
07C157,635.7465,4671.1025
07C158,635.7896,4670.9851
07C159,635.9357,4671.0231
07C160,635.9002,4671.1421
07C161,635.7211,4671.3313
07C162,635.8732,4671.3878
07C163,635.7946,4671.2679
07C164,635.918,4671.3043
07C165,635.9737,4671.5052
07C166,636.0266,4671.3927
07C167,636.0631,4671.1249
07C168,636.0818,4671.0191
07C169,636.258,4671.0137
07C170,636.2189,4671.1481
07C171,636.3915,4671.1489
07C172,636.7422,4671.3536
07C173,636.9024,4671.3598
07C174,636.9015,4671.2548
07C175,636.9015,4671.1374
07C176,637.0225,4671.0911
07D001,665.3855,4687.3777
07D002,663.2689,4686.5797
07D003,663.3105,4686.632
07D004,663.3907,4686.657
07D005,663.6572,4686.6633
07D006,663.8006,4689.4288
07D007,663.7303,4689.4603
07D008,663.8171,4689.4851
07D009,663.7712,4689.5399
07D010,663.7427,4689.5673
07D011,663.7763,4689.6437
07D012,663.7448,4689.4154
07D013,663.719,4689.5079
07D014,663.8254,4689.4175
07D015,663.8833,4689.388
07D016,663.729,4689.1903
07D017,663.6532,4689.0218
07D018,663.6851,4688.9503
07D019,663.8604,4688.8197
07D020,663.7933,4688.972
07D021,663.8805,4689.0405
07D022,663.0978,4686.934
07D023,663.0058,4686.9598
07D024,662.9004,4686.9917
07D025,662.8482,4686.9847
07D026,662.7795,4687.0487
07D027,662.7342,4687.1064
07D028,662.7592,4687.1493
07D029,663.4134,4688.5558
07D030,663.0314,4688.0825
07D031,663.1282,4687.9875
07D032,663.15,4687.9447
07D033,632.7779,4689.4825
07D034,632.6927,4690.3301
07D035,632.8177,4690.3859
07D036,632.9413,4690.4098
07D037,633.4673,4689.2612
07D038,633.6146,4688.5886
07D039,633.6149,4688.7281
07D040,633.5753,4688.617
07D041,633.5651,4688.5487
07D042,633.4547,4688.6736
07D043,633.4244,4688.6081
07D044,633.4608,4688.7633
07D045,633.5616,4688.7543
07D046,633.6009,4688.7978
07D047,633.4829,4688.8059
07D048,633.5603,4688.8458
07D049,633.6013,4688.5007
07D050,633.6288,4688.5073
07D051,633.2666,4688.8014
07D052,633.0968,4688.7876
07D053,633.3902,4688.4197
07D054,633.3464,4688.389
07D055,633.3437,4688.3557
07D056,633.3902,4688.2961
07D057,633.3252,4688.343
07D058,633.3815,4688.2233
07D059,633.3297,4688.1768
07D060,633.3262,4688.0979
07D061,633.2827,4688.2779
07D062,633.5236,4688.0927
07D063,633.4753,4688.154
07D064,633.4236,4688.055
07D065,633.5218,4688.0138
07D066,633.1657,4688.0559
07D067,633.1359,4688.1242
07D068,633.1315,4688.1935
07D069,633.042,4688.2496
07D070,633.0008,4688.19
07D071,632.9642,4688.1365
07D072,633.0414,4688.0905
07D073,632.7289,4688.1873
07D074,633.0865,4688.6328
07D075,633.0612,4689.3655
07D076,629.5559,4689.0142
07D077,629.7344,4689.2502
07D078,629.5465,4689.232
07D079,629.9218,4689.1193
07D080,630.1327,4689.1056
07D081,630.1981,4689.1305
07D082,630.1309,4689.3658
07D083,630.2658,4689.0004
07D084,631.3627,4689.4402
07D085,631.2922,4689.4142
07D086,631.7791,4690.7603
07D087,633.0337,4690.4914
07D088,633.0119,4690.4429
07D089,632.9226,4691.0257
07D090,632.5882,4691.5032
07D091,632.8305,4691.7461
07D092,632.4109,4691.4229
07D093,632.4828,4691.2581
07D094,632.6624,4691.1286
07D095,632.5124,4691.5063
07D096,632.3469,4691.4215
07D097,632.3781,4691.3025
07D098,630.2066,4689.7168
07D099,629.7065,4689.7435
07D100,629.7994,4689.5085
07D101,633.2448,4691.894
07D102,633.1771,4691.9067
07D103,633.1243,4691.9067
07D104,633.1039,4691.8787
07D105,633.1793,4691.8591
07D106,630.4143,4692.1956
07D107,630.3237,4691.7219
07D108,629.0731,4689.8821
07D109,629.1334,4689.8522
07D110,630.4428,4690.9671
07D111,632.5069,4691.9248
07D112,632.5382,4691.9157
07D113,632.5059,4692.0369
07D114,632.6193,4692.0266
07D115,632.5985,4692.111
07D116,632.6778,4692.1329
07D117,632.7243,4692.0803
07D118,628.8055,4690.032
07D119,628.7673,4690.0041
07D120,628.7526,4690.0643
07D121,632.4307,4692.4035
07D122,632.5207,4692.1192
07D123,632.517,4692.2155
07D124,632.6445,4692.2147
07D125,628.8153,4692.2259
07D126,629.429,4692.626
07D127,630.073,4693.0125
07D128,631.2115,4693.6083
07D129,631.0831,4693.5806
07D130,630.9812,4693.6328
07D131,629.8478,4692.7897
07D132,629.6846,4692.959
07D133,657.9944,4690.742
07D134,658.0349,4690.6909
07D135,657.9848,4690.7026
07D136,658.1872,4690.7431
07D137,658.1776,4690.6888
07D138,658.2128,4690.5802
07D139,658.281,4690.5461
07D140,658.3001,4690.3917
07D141,658.2916,4690.3119
07D142,657.9731,4690.5269
07D143,658.0147,4690.5429
07D144,658.2884,4690.2448
07D145,657.5673,4691.0098
07D146,657.6366,4691.007
07D147,657.7307,4691.007
07D148,657.3668,4690.4506
07D149,657.3887,4690.4183
07D150,657.4314,4690.4762
07D151,657.4998,4690.3252
07D152,657.6034,4690.2739
07D153,658.2756,4690.1863
07D154,658.3885,4690.1575
07D155,662.7725,4687.1836
07D156,662.6656,4687.2031
07D157,662.6749,4687.2436
07D158,662.6788,4687.2818
07D159,662.8528,4687.4105
07D160,662.863,4687.4815
07D161,662.8849,4687.9038
07D162,662.9142,4687.8654
07D163,657.2406,4688.9215
07D164,657.2887,4688.8948
07D165,657.3812,4688.8108
07D166,656.4193,4689.3323
07D167,656.4552,4689.2629
07D168,656.5194,4689.2025
07D169,667.3291,4691.0267
07D170,666.4862,4691.064
07D171,666.5416,4691.0529
07D172,666.5919,4691.0589
07D173,666.603,4691.1123
07D174,667.1498,4691.4102
07D175,667.0967,4690.5347
07D176,667.0924,4690.5884
07D177,667.0895,4690.6479
07D178,667.1214,4690.8757
07D179,667.0677,4690.8481
07D180,667.0648,4690.9483
07D181,667.0096,4690.9004
07D182,666.8862,4690.9642
07D183,666.8325,4690.9759
07D184,666.7715,4690.9323
07D185,666.8688,4690.9047
07D186,667.5642,4690.7436
07D187,667.5584,4690.69
07D188,667.5555,4690.6435
07D189,667.3683,4691.7031
07E001,655.7011,4673.9789
07E002,656.1599,4673.665
07E003,656.3698,4673.6293
07E004,656.3941,4674.2466
07E005,656.8195,4672.7164
07E006,656.8086,4672.8833
07E007,657.1186,4672.6531
07E008,657.3369,4673.0393
07E009,657.1551,4674.78
07E010,656.9881,4675.3972
07E011,657.0266,4675.4307
07E012,656.9602,4675.5209
07E013,657.0524,4675.5006
07E014,657.0496,4675.8402
07E015,658.2115,4675.2312
07E016,656.4569,4674.9254
07E017,656.4693,4674.6963
07E018,656.7394,4674.7942
07E019,656.7462,4675.3336
07E020,655.8628,4674.871
07E021,655.9381,4674.8364
07E022,656.066,4674.857
07E023,656.0888,4674.7533
07E024,656.8893,4672.3401
07E025,656.7769,4672.4044
07E026,656.9009,4672.072
07E027,657.1399,4672.0335
07E028,657.3096,4671.9566
07E029,658.0109,4671.7392
07E030,657.9814,4671.9959
07E031,657.7669,4671.9919
07E032,657.4849,4672.1514
07E033,658.0139,4672.5263
07E034,657.9404,4672.5484
07E035,657.8193,4672.5266
07E036,657.9208,4672.6935
07E037,657.4569,4672.831
07E038,657.8291,4673.1855
07E039,658.0751,4673.1856
07E040,659.5032,4673.6227
07E041,658.7203,4673.6515
07E042,658.1428,4673.281
07E043,659.0781,4675.1837
07E044,659.3012,4674.7344
07E045,659.4572,4674.3163
07E046,659.4213,4674.0972
07E047,659.4515,4674.0312
07E048,659.4637,4673.9375
07E049,659.3578,4673.9644
07E050,658.8163,4674.457
07E051,658.7607,4675.2107
07E052,658.4514,4675.1611
07E053,658.4778,4675.1876
07E054,658.3843,4675.2465
07E055,658.3446,4675.2191
07E056,658.4006,4675.1225
07E057,658.1728,4674.9366
07E058,658.2003,4674.838
07E059,658.303,4674.6917
07E060,658.2125,4674.6328
07E061,658.0885,4674.6521
07E062,658.1322,4674.4326
07E063,658.1645,4674.1933
07E064,658.2289,4674.1037
07E065,658.3389,4674.1045
07E066,658.3772,4674.5718
07E067,661.4642,4672.4852
07E068,662.739,4673.031
07E069,663.227,4673.0397
07E070,663.1075,4673.0571
07E071,662.0905,4673.2848
07E072,661.9955,4673.1653
07E073,661.1747,4673.1741
07E074,660.8489,4673.4772
07E075,661.1151,4673.6561
07E076,661.2184,4673.6359
07E077,661.1705,4673.731
07E078,661.7716,4673.8499
07E079,661.9833,4673.8648
07E080,662.1742,4673.7679
07E081,662.6,4673.489
07E082,663.3607,4673.6563
07E083,663.5164,4673.7488
07E084,663.161,4674.2538
07E085,663.3343,4674.3506
07E086,662.7586,4675.0286
07E087,662.7836,4675.0697
07E088,662.9804,4675.0477
07E089,663.1772,4675.0814
07E090,663.1831,4675.2165
07E091,663.2888,4675.215
07E092,663.2917,4675.1196
07E093,663.6339,4675.1563
07E094,663.8219,4675.2444
07E095,663.9173,4675.2341
07E096,664.0756,4675.3182
07E097,664.0984,4675.4052
07E098,664.1013,4675.498
07E099,663.9827,4675.401
07E100,664.0013,4675.5052
07E101,663.3828,4675.5629
07E102,663.3931,4675.7581
07E103,663.5047,4675.764
07E104,663.4914,4675.6701
07E105,663.7822,4675.7244
07E106,664.0813,4675.9419
07E107,663.8865,4675.993
07E108,663.7881,4676.0415
07E109,663.512,4676.0943
07E110,663.3358,4676.0826
07E111,662.5442,4674.6707
07E112,662.393,4674.5077
07E113,662.7205,4674.245
07E114,662.2828,4674.5033
07E115,661.213,4673.9876
07E116,663.5519,4672.4201
07E117,664.8125,4674.8357
07E118,665.2224,4674.8971
07E119,665.5109,4674.8357
07E120,665.5009,4674.7272
07E121,665.3081,4675.1911
07E122,665.3995,4675.1697
07E123,665.428,4675.8435
07E124,664.9924,4675.9034
07E125,665.1181,4675.3596
07E126,665.1938,4675.1826
07E127,664.8068,4675.2454
07E128,664.7239,4675.184
07E129,658.9913,4672.2872
07E130,659.2707,4672.2751
07E131,659.5258,4672.2786
07E132,659.2395,4672.9047
07E133,659.4043,4672.6775
07E134,665.591,4673.6538
07E135,665.8099,4674.2309
07E136,665.8479,4674.6758
07E137,665.8493,4674.7572
07E138,665.8036,4674.85
07E139,665.905,4674.8414
07E140,665.8051,4674.9456
07E141,665.915,4674.9399
07E142,665.9279,4675.3538
07E143,665.935,4675.4538
07E144,665.9593,4675.5394
07E145,665.9679,4675.6522
07E146,666.0412,4675.4264
07E147,666.0593,4675.5113
07E148,666.619,4675.3511
07E149,667.0282,4675.3307
07E150,668.3546,4675.2892
07E151,668.2639,4675.2641
07E152,668.3174,4675.3874
07E153,668.3218,4675.5326
07E154,668.4103,4675.3994
07E155,668.5413,4675.3339
07E156,668.6484,4675.3328
07E157,668.5512,4675.4333
07E158,668.6517,4675.4213
07E159,668.7652,4675.4256
07E160,668.762,4675.5315
07E161,668.763,4675.6374
07E162,668.762,4675.7302
07E163,668.656,4675.6222
07E164,668.6571,4675.5206
07E165,668.5566,4675.5348
07E166,668.4725,4675.5163
07E167,668.4682,4675.4104
07E168,668.0171,4675.763
07E169,667.9658,4675.8722
07E170,667.8042,4674.4366
07E171,667.7155,4674.3719
07E172,667.5353,4674.3606
07E173,667.5339,4674.3072
07E174,667.4417,4674.3332
07E177,632.895,4670.91
07E178,632.9669,4670.9004
07E179,633.3882,4670.9147
07E180,633.8652,4670.8209
07E181,633.9274,4670.8037
07E182,635.5742,4671.0518
07E183,635.4255,4671.0096
07E184,635.4615,4670.8919
07E185,635.5424,4670.7953
07E186,635.5626,4670.7043
07E187,635.6828,4670.7257
07E188,635.658,4670.8211
07E189,635.6176,4670.9289
07E190,635.3647,4671.1447
07F001,630.6803,4689.1051
07F002,630.548,4689.1125
07F003,630.1044,4691.67
07F004,632.2622,4694.3205
07F005,633.3467,4688.9877
07F006,631.7466,4694.7003
07F007,664.5882,4676.6329
1000,627.3033,4680.8867
1001,627.2684,4684.2684
1002,627.9125,4684.2071
1003,629.9571,4684.8542
1004,634.3694,4670.9934
1005,633.1901,4671.6602
1006,633.5101,4671.4636
1007,633.8212,4671.5281
1008,634.3738,4671.4856
1009,634.052,4672.449
1010,634.7299,4672.4034
1011,634.6419,4672.0191
1012,635.057,4671.6764
1013,636.1257,4672.0049
1014,628.7101,4688.717
1015,628.4735,4687.6023
1016,628.1027,4687.5581
1017,628.4885,4687.16
1018,627.0322,4688.9748
1019,632.2792,4671.4572
1020,631.5691,4671.6915
1021,630.6558,4671.9276
1022,630.6926,4671.623
1023,633.0544,4671.4966
1024,632.876,4673.8507
1025,631.316,4673.4828
1026,631.1225,4673.7625
1027,630.7304,4674.5834
1028,630.1954,4675.5798
1029,630.4514,4673.0865
1030,631.0397,4673.2415
1031,631.1895,4673.0886
1032,630.8602,4672.6933
1033,631.1647,4672.3035
1034,631.1259,4672.6252
1035,627.7352,4680.2236
1036,627.2465,4680.1105
1037,651.9628,4671.2752
1038,655.9101,4671.8547
1039,655.865,4672.2747
1040,656.6601,4672.2498
1041,655.3661,4672.8077
1042,654.7611,4673.2133
1043,655.1384,4673.1855
1044,655.915,4673.5436
1045,655.4131,4673.5918
1046,655.2974,4673.9375
1047,628.295,4679.4219
1048,628.4769,4679.3953
1049,631.3729,4672.9899
1050,631.306,4672.091
1051,632.271,4671.8566
1052,651.0832,4685.795
1053,650.7235,4686.7397
1054,651.4271,4689.4255
1055,650.4089,4685.511
1056,649.4869,4686.1584
1057,648.4323,4686.1991
1058,649.2294,4686.4189
1059,632.9656,4671.8266
1060,633.3955,4673.6704
1061,633.9783,4672.9368
1062,633.8379,4673.272
1063,649.7304,4686.3394
1064,650.3618,4686.6271
1065,650.4943,4687.6023
1066,641.3093,4686.2968
1067,641.736,4686.4331
1067,641.687,4686.6206
1068,641.4812,4686.2581
1069,644.3396,4689.8948
1070,644.0671,4690.1993
1071,644.2829,4690.4655
1072,645.4808,4689.8086
1073,645.8443,4689.3979
1074,645.8381,4689.9502
1075,646.4008,4689.4891
1076,645.4762,4689.3756
1077,645.1216,4689.6839
1078,645.211,4689.4435
1079,642.2921,4686.8819
1080,642.6574,4685.8288
1082,643.9174,4691.9951
1086,643.6832,4691.9448
1087,643.4327,4691.8898
1088,644.2719,4692.7038
1089,644.359,4692.4366
1090,649.8818,4693.8901
1091,650.0108,4693.6718
1092,650.5213,4693.0141
1093,650.9943,4692.7074
1094,651.2182,4692.3223
1095,651.2225,4693.5555
1096,651.2125,4693.9617
1097,650.96,4693.775
1098,651.6161,4694.1669
1099,651.8106,4693.8165
1100,651.609,4693.7741
1101,652.0874,4694.0646
1102,652.1006,4694.3759
1103,636.5773,4685.4647
1104,639.0478,4687.0933
1105,639.305,4687.4637
1106,639.6607,4686.8745
1107,640.0892,4687.1286
1108,638.9879,4687.6275
1109,639.2972,4688.0069
1110,639.2012,4688.2697
1111,640.5956,4687.0312
1112,639.7681,4688.0121
1113,639.6127,4687.868
1114,639.326,4687.7863
1115,639.7167,4688.1875
1116,640.3926,4686.7389
1117,640.8424,4686.5055
1118,640.7174,4686.8867
1119,641.1832,4686.5692
1120,648.6836,4693.7057
1121,648.3483,4693.8092
1122,648.182,4694.0437
1123,646.4621,4694.3897
1124,646.9192,4694.22
1125,646.3169,4693.124
1126,647.2381,4692.7634
1127,647.5046,4692.6732
1128,648.0363,4692.3366
1129,648.891,4691.9881
1130,647.7018,4692.518
1131,648.5045,4692.0273
1132,648.2524,4692.1304
1133,647.5507,4692.2853
1134,648.537,4691.5062
1135,648.9105,4691.4171
1136,648.2471,4691.6009
1137,638.8033,4689.3288
1138,638.027,4688.9827
1139,637.8326,4688.6364
1140,637.7858,4687.9921
1141,637.5174,4687.2381
1142,638.3253,4689.5963
1143,638.0856,4689.5863
1144,637.1829,4687.4307
1145,644.8158,4689.3402
1146,644.6335,4689.0356
1147,644.7043,4688.8326
1148,644.4403,4688.6632
1149,644.1937,4688.3501
1150,645.5242,4687.5313
1151,645.4014,4687.104
1152,645.3964,4688.016
1153,645.2681,4688.1307
1154,645.0521,4689.0065
1155,645.9533,4689.0537
1156,645.5627,4688.913
1157,646.161,4688.624
1158,646.0608,4692.4494
1159,645.4235,4691.9148
1160,645.4523,4692.1227
1161,645.8001,4692.0344
1162,645.7685,4691.7534
1163,646.3597,4690.6896
1164,647.3878,4690.0614
1165,648.2743,4689.5552
1166,646.9314,4689.3316
1167,647.4742,4689.1079
1168,648.4564,4688.3219
1169,649.1706,4688.2268
1170,643.9509,4688.4921
1171,644.0404,4688.1252
1172,643.2534,4687.0606
1173,643.8544,4687.3246
1174,645.7583,4685.3467
1175,637.3531,4689.5816
1176,636.9534,4689.3728
1177,638.6376,4690.769
1178,637.9008,4691.1452
1179,638.198,4691.0866
1180,638.9121,4691.3489
1181,638.5137,4691.2515
1182,638.3354,4691.3399
1183,638.0029,4691.3848
1184,638.2354,4691.5638
1185,641.1659,4691.2461
1186,640.8708,4691.476
1187,640.5205,4691.2804
1188,640.1762,4691.3438
1189,639.9502,4691.5913
1190,639.7815,4691.7974
1191,642.3702,4686.1726
1192,641.702,4691.3268
1193,643.1239,4691.8702
1194,642.9279,4691.4625
1195,648.6942,4687.3816
1196,651.7808,4693.4811
1213,646.4687,4685.0532
1214,640.4488,4698.0513
1215,640.9764,4697.5546
1216,640.8902,4696.6504
1217,640.666,4697.5714
1218,640.5158,4696.1774
1219,640.0626,4696.6313
1220,640.5663,4696.4633
1221,640.5092,4696.7951
1222,637.078,4697.7694
1223,638.0216,4697.6738
1224,637.2436,4697.4519
1225,639.117,4698.1304
1226,639.7275,4698.3675
1227,639.3211,4698.5196
1228,640.7215,4693.472
1229,639.1425,4692.4069
1230,639.4018,4692.6477
1231,638.5302,4692.4727
1232,638.7272,4693.2429
1233,637.7316,4693.4422
1235,633.9393,4700.7575
1236,633.8111,4699.9379
1237,633.4011,4699.4189
1239,643.7708,4694.2883
1240,644.6738,4693.3225
1241,643.2862,4694.7705
1242,644.6,4695.3556
1243,643.9095,4695.6519
1244,641.005,4693.2401
1245,641.1998,4694.5304
1246,642.0445,4697.1219
1247,642.302,4696.6344
1248,642.1416,4697.3833
1249,643.4635,4697.4392
1250,644.5711,4696.3394
1251,639.76,4691.5527
1252,639.381,4691.3807
1253,638.987,4691.4546
1254,639.1567,4691.6317
1255,638.85,4692.0461
1256,638.7112,4691.778
1257,637.0951,4692.0395
1258,637.0871,4692.5162
1278,644.5958,4696.0127
1279,645.4794,4695.4257
1280,639.5685,4699.622
1281,639.3182,4699.9513
1282,638.9522,4699.4189
1283,638.5368,4699.4282
1284,639.1795,4699.1576
1285,639.4996,4699.2644
1286,640.2149,4699.4411
1287,642.1421,4697.8254
1288,642.599,4698.1639
1289,641.9858,4698.1992
1290,643.3269,4699.1231
1291,637.8535,4695.7197
1292,637.2439,4699.1804
1293,637.1562,4698.9242
1294,636.8454,4699.829
1295,637.0043,4699.9099
1296,635.9906,4700.2706
1297,637.888,4698.5876
1298,635.8921,4698.927
1299,636.1208,4699.019
1300,635.9548,4697.9271
1301,635.86,4698.3601
1302,636.4528,4698.9464
1303,636.1942,4698.1119
1304,636.548,4698.2049
1305,635.5778,4698.5815
1306,635.4032,4698.3047
1307,635.4622,4698.8877
1308,634.8657,4697.2772
1309,636.3736,4697.5855
1310,636.562,4697.7733
1313,632.7648,4699.2202
1336,646.2007,4694.4744
1337,634.9466,4691.4472
1338,635.5122,4691.4283
1339,635.8464,4691.0212
1340,635.8124,4691.5309
1341,636.1193,4690.8973
1342,636.0394,4690.6116
1343,636.1053,4690.4438
1344,636.3892,4690.3379
1345,636.062,4690.3292
1346,636.1566,4690.2035
1347,636.4127,4689.1516
1348,635.981,4689.5298
1349,637.3273,4689.9056
1350,636.7865,4689.1052
1351,635.7429,4691.6904
1352,637.2708,4690.8933
1353,636.0035,4692.8253
1354,636.8794,4692.5448
1355,634.3373,4693.2865
1356,633.8954,4692.8659
1357,633.5805,4693.3095
1358,634.6217,4693.5759
1359,635.5002,4693.2133
1360,635.7342,4693.398
1361,634.5909,4694.0654
1362,635.1443,4693.991
1363,634.8062,4694.2053
1364,636.8844,4693.3097
1365,636.0572,4693.5457
1366,635.2828,4693.823
1367,636.5791,4694.7399
1368,633.7572,4694.0385
1369,633.5689,4693.9541
1370,633.3634,4694.0021
1371,633.4729,4693.835
1372,633.2366,4693.5668
1373,633.129,4693.5533
1374,633.7745,4694.4167
1375,634.697,4691.662
1376,634.6622,4691.8373
1377,635.1978,4692.1088
1378,635.49,4692.5957
1379,635.7146,4692.9223
1380,635.4982,4692.9004
1381,634.7622,4692.6584
1382,634.8005,4693.0306
1383,634.4372,4693.1367
1384,633.5129,4694.9587
1385,633.6313,4694.7991
1386,633.7625,4695.0807
1387,633.9166,4695.0963
1388,633.9494,4694.9381
1389,633.5593,4694.5185
1390,633.724,4695.4975
1391,634.1077,4695.5724
1392,634.4828,4695.5069
1393,634.3602,4695.3678
1394,634.1006,4695.3507
1395,635.1832,4695.4819
1396,634.1049,4694.4897
1397,634.8209,4694.9894
1398,634.671,4694.4706
1399,635.3463,4691.4488
1400,632.9431,4694.7643
1401,633.2936,4694.928
1402,633.2849,4695.0862
1403,632.9326,4695.1197
1404,633.4617,4695.5683
1405,633.0259,4695.8728
1406,633.1068,4696.0564
1407,632.9317,4696.6433
1408,632.3004,4696.1957
1409,631.8751,4696.1979
1410,632.8987,4696.7405
1411,633.357,4697.3992
1412,633.091,4697.0276
1413,632.8734,4696.9975
1414,630.6482,4696.0104
1415,630.7193,4696.1626
1416,662.033,4679.2128
1417,661.6864,4679.0017
1418,661.1638,4678.6549
1419,660.6641,4678.8376
1420,661.471,4679.1126
1421,662.1204,4678.3063
1422,662.6841,4678.9332
1423,662.8392,4678.3671
1424,661.6376,4676.8315
1425,661.9815,4677.2094
